date,product_id,warehouse_id,stock_on_hand,stock_received,stock_sold
2024-01-01,67,2,195,23,1
2024-01-01,125,2,29,13,6
2024-01-01,142,2,281,46,22
2024-01-01,42,2,271,42,17
2024-01-01,138,2,128,14,24
2024-01-01,13,2,230,36,27
2024-01-01,22,2,272,38,16
2024-01-01,95,2,141,21,25
2024-01-01,103,2,183,43,24
2024-01-01,80,2,37,12,19
2024-01-01,20,2,80,3,9
2024-01-01,120,2,153,40,17
2024-01-01,31,2,67,35,21
2024-01-01,52,2,294,46,7
2024-01-01,36,2,7,18,36
2024-01-01,123,2,240,25,33
2024-01-01,76,2,307,32,21
2024-01-01,29,2,131,5,5
2024-01-01,61,2,88,3,29
2024-01-01,58,2,281,23,8
2024-01-01,132,2,31,2,30
2024-01-01,40,2,243,36,35
2024-01-01,24,2,243,5,1
2024-01-01,133,2,160,10,3
2024-01-01,43,2,100,48,29
2024-01-01,104,2,209,1,14
2024-01-01,87,2,174,7,25
2024-01-01,105,2,176,43,4
2024-01-01,128,2,216,3,18
2024-01-01,141,2,145,32,19
2024-01-01,131,2,120,11,0
2024-01-01,94,2,134,13,37
2024-01-01,38,2,301,35,12
2024-01-01,71,2,224,32,5
2024-01-01,113,2,162,9,4
2024-01-01,2,2,74,43,1
2024-01-01,14,2,141,39,1
2024-01-01,19,3,207,13,39
2024-01-01,127,3,264,10,22
2024-01-01,3,3,138,45,36
2024-01-01,112,3,33,35,22
2024-01-01,145,3,193,39,14
2024-01-01,44,3,194,46,8
2024-01-01,115,3,66,9,25
2024-01-01,21,3,93,24,25
2024-01-01,22,3,265,37,1
2024-01-01,34,3,29,26,33
2024-01-01,142,3,63,42,23
2024-01-01,28,3,181,6,5
2024-01-01,124,3,102,48,28
2024-01-01,136,3,194,42,21
2024-01-01,16,3,75,27,20
2024-01-01,46,3,93,6,16
2024-01-01,80,3,158,40,19
2024-01-01,48,3,76,21,27
2024-01-01,121,3,309,39,6
2024-01-01,61,3,253,31,12
2024-01-01,135,3,164,18,31
2024-01-01,132,3,163,28,28
2024-01-01,106,3,58,39,18
2024-01-01,123,3,181,0,13
2024-01-01,79,3,180,49,1
2024-01-01,139,3,205,49,29
2024-01-01,119,3,286,3,0
2024-01-01,102,3,140,28,38
2024-01-01,88,3,203,31,9
2024-01-01,90,3,84,32,22
2024-01-01,98,3,193,27,31
2024-01-01,50,3,5,6,28
2024-01-01,118,3,272,0,2
2024-01-01,96,3,57,7,36
2024-01-01,125,3,288,32,27
2024-01-01,20,3,114,33,34
2024-01-01,140,3,149,23,13
2024-01-01,43,3,214,45,15
2024-01-01,113,3,249,20,13
2024-01-01,41,3,56,47,17
2024-01-01,56,3,183,9,6
2024-01-01,58,3,168,22,20
2024-01-01,86,3,84,47,18
2024-01-01,2,3,32,28,17
2024-01-01,12,3,26,0,4
2024-01-01,111,3,254,41,1
2024-01-01,71,3,50,22,11
2024-01-01,82,3,243,4,36
2024-01-01,150,3,266,29,8
2024-01-01,8,3,308,43,34
2024-01-01,149,4,295,41,38
2024-01-01,127,4,154,13,30
2024-01-01,84,4,151,34,33
2024-01-01,28,4,199,36,39
2024-01-01,138,4,18,22,38
2024-01-01,74,4,274,48,3
2024-01-01,77,4,144,32,15
2024-01-01,47,4,156,1,34
2024-01-01,63,4,274,33,29
2024-01-01,95,4,293,12,12
2024-01-01,32,4,246,31,31
2024-01-01,58,4,274,38,28
2024-01-01,88,4,283,43,15
2024-01-01,52,4,121,46,9
2024-01-01,5,4,188,29,2
2024-01-01,82,4,191,29,3
2024-01-01,144,4,224,36,24
2024-01-01,72,4,123,45,14
2024-01-01,73,4,150,14,23
2024-01-01,7,4,217,36,36
2024-01-01,113,4,45,38,23
2024-01-01,97,4,151,12,33
2024-01-01,146,4,81,6,3
2024-01-01,13,4,70,7,19
2024-01-01,143,4,161,44,9
2024-01-01,132,4,268,33,25
2024-01-01,15,4,21,2,5
2024-01-01,96,4,178,4,22
2024-01-01,110,4,13,8,34
2024-01-01,18,4,211,48,34
2024-01-01,93,4,236,17,16
2024-01-01,60,4,217,2,31
2024-01-01,111,4,164,37,12
2024-01-01,105,4,109,46,24
2024-01-01,23,4,94,13,36
2024-01-01,140,4,150,10,2
2024-01-01,119,4,155,27,28
2024-01-01,112,4,223,2,24
2024-01-01,8,4,62,11,8
2024-01-01,48,4,265,24,4
2024-01-01,78,4,66,23,14
2024-01-01,16,4,198,7,4
2024-01-01,49,4,64,25,17
2024-01-01,104,4,135,47,12
2024-01-01,67,4,253,49,39
2024-01-01,80,4,101,28,2
2024-01-01,133,4,65,39,33
2024-01-01,19,4,270,26,12
2024-01-01,107,4,262,32,5
2024-01-01,125,4,190,18,15
2024-01-02,44,1,177,19,14
2024-01-02,136,1,308,29,13
2024-01-02,85,1,271,43,19
2024-01-02,57,1,204,8,37
2024-01-02,75,1,69,1,23
2024-01-02,38,1,226,10,12
2024-01-02,24,1,280,7,20
2024-01-02,73,1,126,29,17
2024-01-02,131,1,36,37,31
2024-01-02,25,1,141,44,24
2024-01-02,135,1,319,40,7
2024-01-02,111,1,58,21,23
2024-01-02,134,1,70,16,11
2024-01-02,9,1,116,31,14
2024-01-02,146,1,161,21,27
2024-01-02,62,1,284,32,9
2024-01-02,8,1,275,32,1
2024-01-02,149,1,116,32,12
2024-01-02,138,1,126,25,21
2024-01-02,55,1,73,1,37
2024-01-02,18,1,156,45,14
2024-01-02,112,1,146,43,39
2024-01-02,56,1,278,5,8
2024-01-02,81,1,212,8,38
2024-01-02,49,1,303,31,11
2024-01-02,54,1,83,7,27
2024-01-02,125,1,143,46,6
2024-01-02,40,1,53,15,3
2024-01-02,84,1,169,25,2
2024-01-02,1,1,58,40,13
2024-01-02,43,1,55,22,11
2024-01-02,42,1,100,44,18
2024-01-02,5,1,202,45,35
2024-01-02,19,1,117,7,28
2024-01-02,69,1,244,31,17
2024-01-02,102,1,63,21,36
2024-01-02,16,1,196,2,27
2024-01-02,21,1,232,34,28
2024-01-02,119,1,258,32,6
2024-01-02,101,1,30,30,23
2024-01-02,147,1,179,27,19
2024-01-02,3,1,142,49,31
2024-01-02,121,1,249,35,33
2024-01-02,67,1,268,1,14
2024-01-02,108,1,177,38,11
2024-01-02,117,1,86,44,17
2024-01-02,80,1,250,20,14
2024-01-02,78,1,36,34,25
2024-01-02,130,1,112,35,29
2024-01-02,150,1,49,41,13
2024-01-02,144,2,314,33,17
2024-01-02,46,2,156,18,10
2024-01-02,3,2,125,23,6
2024-01-02,11,2,90,20,14
2024-01-02,97,2,167,11,6
2024-01-02,7,2,114,20,18
2024-01-02,100,2,235,24,32
2024-01-02,36,2,135,48,34
2024-01-02,83,2,144,25,10
2024-01-02,131,2,288,13,9
2024-01-02,82,2,118,2,20
2024-01-02,135,2,175,28,25
2024-01-02,15,2,254,11,4
2024-01-02,13,2,32,14,22
2024-01-02,24,2,143,22,15
2024-01-02,99,2,212,14,24
2024-01-02,81,2,307,14,3
2024-01-02,48,2,285,12,21
2024-01-02,98,2,91,33,13
2024-01-02,40,2,195,45,26
2024-01-02,122,2,174,46,27
2024-01-02,9,2,157,15,35
2024-01-02,126,2,112,17,1
2024-01-02,87,2,260,3,25
2024-01-02,72,2,79,30,9
2024-01-02,112,2,72,12,30
2024-01-02,63,2,116,48,35
2024-01-02,19,2,188,3,6
2024-01-02,147,2,169,44,12
2024-01-02,65,2,238,20,21
2024-01-02,4,2,11,8,25
2024-01-02,128,2,145,14,9
2024-01-02,25,2,205,41,7
2024-01-02,92,2,77,15,25
2024-01-02,27,2,64,49,23
2024-01-02,127,2,218,35,38
2024-01-02,54,2,190,24,17
2024-01-02,68,2,238,9,32
2024-01-02,17,2,97,4,34
2024-01-02,18,2,139,33,32
2024-01-02,30,2,173,20,16
2024-01-02,124,2,173,47,36
2024-01-02,71,2,186,34,27
2024-01-02,90,2,98,10,9
2024-01-02,85,2,265,12,24
2024-01-02,34,2,132,34,6
2024-01-02,103,2,76,17,2
2024-01-02,22,2,327,38,10
2024-01-02,109,2,114,45,18
2024-01-02,150,2,49,25,37
2024-01-02,56,3,77,3,24
2024-01-02,54,3,139,3,11
2024-01-02,74,3,164,31,27
2024-01-02,104,3,56,30,13
2024-01-02,95,3,168,17,28
2024-01-02,89,3,106,28,1
2024-01-02,118,3,28,22,18
2024-01-02,79,3,270,18,33
2024-01-02,34,3,309,24,1
2024-01-02,11,3,94,49,30
2024-01-02,29,3,108,14,8
2024-01-02,19,3,142,8,34
2024-01-02,140,3,190,8,27
2024-01-02,110,3,138,45,6
2024-01-02,39,3,262,15,32
2024-01-02,120,3,24,3,38
2024-01-02,112,3,220,16,36
2024-01-02,25,3,248,35,37
2024-01-02,64,3,148,49,36
2024-01-02,1,3,202,34,6
2024-01-02,28,3,39,27,21
2024-01-02,10,3,75,6,36
2024-01-02,83,3,84,4,1
2024-01-02,20,3,271,26,20
2024-01-02,46,3,191,37,14
2024-01-02,51,3,71,9,22
2024-01-02,107,3,253,12,20
2024-01-02,41,3,224,44,20
2024-01-02,135,3,173,17,36
2024-01-02,71,3,203,31,35
2024-01-02,48,3,265,10,20
2024-01-02,85,3,75,25,3
2024-01-02,57,3,281,47,17
2024-01-02,9,3,67,34,28
2024-01-02,40,3,140,20,12
2024-01-02,7,3,163,40,16
2024-01-02,78,3,157,8,0
2024-01-02,108,3,135,47,28
2024-01-02,61,3,266,9,39
2024-01-02,75,3,283,27,10
2024-01-02,113,3,259,33,7
2024-01-02,133,3,185,7,14
2024-01-02,24,3,120,18,4
2024-01-02,127,3,248,36,7
2024-01-02,138,3,150,22,0
2024-01-02,45,3,160,23,34
2024-01-02,63,3,179,16,4
2024-01-02,149,3,228,20,39
2024-01-02,53,3,226,10,14
2024-01-02,139,3,49,6,27
2024-01-02,128,4,27,3,19
2024-01-02,69,4,258,34,25
2024-01-02,100,4,202,20,39
2024-01-02,109,4,241,37,3
2024-01-02,48,4,317,44,19
2024-01-02,24,4,243,6,3
2024-01-02,63,4,246,13,2
2024-01-02,6,4,226,36,15
2024-01-02,116,4,161,3,23
2024-01-02,131,4,190,29,17
2024-01-02,123,4,171,18,18
2024-01-02,107,4,82,44,11
2024-01-02,41,4,218,37,30
2024-01-02,28,4,185,18,35
2024-01-02,103,4,181,48,32
2024-01-02,134,4,291,48,27
2024-01-02,31,4,173,46,10
2024-01-02,106,4,229,44,32
2024-01-02,86,4,243,3,19
2024-01-02,60,4,237,46,26
2024-01-02,143,4,176,46,13
2024-01-02,20,4,128,10,38
2024-01-02,26,4,90,25,15
2024-01-02,145,4,133,9,2
2024-01-02,121,4,292,48,29
2024-01-02,9,4,109,44,5
2024-01-02,71,4,72,18,34
2024-01-02,57,4,60,28,36
2024-01-02,133,4,222,20,9
2024-01-02,99,4,58,4,35
2024-01-02,14,4,167,25,3
2024-01-02,140,4,148,38,38
2024-01-02,108,4,189,23,35
2024-01-02,139,4,118,45,30
2024-01-02,34,4,54,23,24
2024-01-02,88,4,116,20,29
2024-01-02,35,4,247,29,21
2024-01-02,4,4,211,6,34
2024-01-02,45,4,205,13,9
2024-01-02,58,4,230,30,24
2024-01-02,149,4,244,5,8
2024-01-02,1,4,292,42,19
2024-01-02,79,4,237,42,20
2024-01-02,113,4,43,49,32
2024-01-02,42,4,170,5,14
2024-01-02,80,4,153,10,19
2024-01-02,67,4,214,47,6
2024-01-02,61,4,214,43,13
2024-01-02,101,4,91,20,17
2024-01-02,148,4,217,2,22
2024-01-03,90,1,178,24,19
2024-01-03,138,1,178,4,34
2024-01-03,106,1,283,27,28
2024-01-03,73,1,262,37,5
2024-01-03,102,1,265,43,10
2024-01-03,54,1,140,23,33
2024-01-03,91,1,280,11,27
2024-01-03,34,1,211,27,25
2024-01-03,101,1,194,32,20
2024-01-03,75,1,110,33,17
2024-01-03,107,1,293,22,21
2024-01-03,78,1,284,4,10
2024-01-03,131,1,223,26,34
2024-01-03,53,1,67,15,33
2024-01-03,29,1,262,34,39
2024-01-03,141,1,209,27,38
2024-01-03,13,1,285,19,0
2024-01-03,35,1,43,22,2
2024-01-03,31,1,149,24,37
2024-01-03,84,1,122,20,34
2024-01-03,30,1,90,45,13
2024-01-03,45,1,245,8,34
2024-01-03,56,1,227,12,14
2024-01-03,70,1,297,32,5
2024-01-03,123,1,114,26,22
2024-01-03,149,1,157,33,37
2024-01-03,95,1,237,35,7
2024-01-03,4,1,65,34,18
2024-01-03,125,1,283,13,19
2024-01-03,67,1,222,25,37
2024-01-03,119,1,132,21,18
2024-01-03,83,1,204,2,18
2024-01-03,100,1,200,27,19
2024-01-03,121,1,75,6,13
2024-01-03,1,1,129,8,18
2024-01-03,62,1,286,37,35
2024-01-03,139,1,169,32,24
2024-01-03,109,1,217,10,34
2024-01-03,111,1,124,40,3
2024-01-03,136,1,41,27,7
2024-01-03,80,1,158,40,21
2024-01-03,143,1,68,15,28
2024-01-03,105,1,306,48,29
2024-01-03,124,1,107,34,10
2024-01-03,82,1,299,45,20
2024-01-03,116,1,311,20,4
2024-01-03,97,1,225,36,2
2024-01-03,77,1,78,32,8
2024-01-03,18,1,218,16,33
2024-01-03,87,1,58,31,0
2024-01-03,50,2,115,5,26
2024-01-03,100,2,158,1,28
2024-01-03,32,2,264,2,15
2024-01-03,42,2,259,16,11
2024-01-03,118,2,218,0,14
2024-01-03,22,2,316,48,30
2024-01-03,110,2,282,23,37
2024-01-03,75,2,143,42,17
2024-01-03,130,2,177,44,8
2024-01-03,3,2,210,29,33
2024-01-03,16,2,73,27,14
2024-01-03,10,2,77,22,39
2024-01-03,29,2,153,47,31
2024-01-03,63,2,189,35,32
2024-01-03,24,2,32,33,27
2024-01-03,125,2,42,3,36
2024-01-03,7,2,66,0,0
2024-01-03,80,2,177,19,18
2024-01-03,146,2,137,9,17
2024-01-03,70,2,56,10,37
2024-01-03,74,2,192,4,7
2024-01-03,31,2,24,11,37
2024-01-03,131,2,85,3,4
2024-01-03,79,2,180,10,3
2024-01-03,126,2,253,26,26
2024-01-03,145,2,188,49,5
2024-01-03,104,2,126,14,29
2024-01-03,58,2,54,36,36
2024-01-03,102,2,232,22,5
2024-01-03,78,2,105,17,8
2024-01-03,60,2,158,46,16
2024-01-03,114,2,97,31,21
2024-01-03,136,2,149,4,36
2024-01-03,2,2,84,44,21
2024-01-03,36,2,130,33,31
2024-01-03,18,2,68,48,20
2024-01-03,119,2,144,43,10
2024-01-03,73,2,119,23,34
2024-01-03,30,2,315,33,10
2024-01-03,23,2,140,34,17
2024-01-03,128,2,267,21,23
2024-01-03,115,2,9,18,36
2024-01-03,81,2,187,27,4
2024-01-03,5,2,167,36,35
2024-01-03,133,2,279,26,33
2024-01-03,69,2,298,44,11
2024-01-03,143,2,34,20,10
2024-01-03,142,2,62,16,19
2024-01-03,33,2,42,11,5
2024-01-03,98,2,120,18,25
2024-01-03,55,3,250,29,3
2024-01-03,28,3,46,22,7
2024-01-03,74,3,284,30,13
2024-01-03,85,3,246,33,10
2024-01-03,78,3,294,48,14
2024-01-03,33,3,296,28,25
2024-01-03,20,3,238,31,21
2024-01-03,62,3,282,22,23
2024-01-03,44,3,211,40,5
2024-01-03,103,3,157,27,10
2024-01-03,12,3,138,0,18
2024-01-03,144,3,112,26,33
2024-01-03,6,3,163,17,14
2024-01-03,122,3,144,18,5
2024-01-03,131,3,180,11,36
2024-01-03,18,3,233,22,25
2024-01-03,123,3,219,9,22
2024-01-03,133,3,128,20,12
2024-01-03,150,3,39,32,23
2024-01-03,39,3,126,16,3
2024-01-03,139,3,218,8,20
2024-01-03,126,3,95,11,36
2024-01-03,117,3,56,47,38
2024-01-03,146,3,171,40,34
2024-01-03,29,3,234,13,34
2024-01-03,107,3,66,40,6
2024-01-03,89,3,100,17,36
2024-01-03,136,3,64,30,1
2024-01-03,27,3,185,8,8
2024-01-03,134,3,108,10,21
2024-01-03,87,3,214,44,22
2024-01-03,147,3,246,44,33
2024-01-03,58,3,294,7,6
2024-01-03,148,3,143,2,27
2024-01-03,77,3,72,27,39
2024-01-03,127,3,286,35,20
2024-01-03,88,3,40,42,34
2024-01-03,108,3,111,48,9
2024-01-03,98,3,99,43,9
2024-01-03,145,3,97,12,36
2024-01-03,53,3,179,23,1
2024-01-03,49,3,140,34,24
2024-01-03,51,3,308,37,16
2024-01-03,50,3,185,23,28
2024-01-03,140,3,196,24,35
2024-01-03,111,3,126,25,37
2024-01-03,17,3,206,27,15
2024-01-03,40,3,88,16,39
2024-01-03,2,3,185,11,26
2024-01-03,16,3,264,41,29
2024-01-03,34,4,70,28,21
2024-01-03,80,4,65,8,36
2024-01-03,95,4,174,35,36
2024-01-03,118,4,256,41,20
2024-01-03,73,4,76,41,39
2024-01-03,121,4,278,7,26
2024-01-03,63,4,170,36,26
2024-01-03,85,4,282,44,9
2024-01-03,1,4,35,8,26
2024-01-03,24,4,77,0,31
2024-01-03,137,4,282,28,6
2024-01-03,91,4,119,2,19
2024-01-03,140,4,113,29,34
2024-01-03,146,4,120,48,38
2024-01-03,20,4,48,25,13
2024-01-03,70,4,189,17,28
2024-01-03,40,4,142,26,17
2024-01-03,42,4,110,0,25
2024-01-03,67,4,235,22,9
2024-01-03,116,4,248,40,4
2024-01-03,2,4,251,16,21
2024-01-03,112,4,99,40,28
2024-01-03,36,4,162,4,10
2024-01-03,39,4,151,34,11
2024-01-03,97,4,173,6,6
2024-01-03,37,4,186,39,4
2024-01-03,48,4,264,22,19
2024-01-03,110,4,76,44,28
2024-01-03,41,4,160,47,18
2024-01-03,78,4,301,38,27
2024-01-03,23,4,212,34,36
2024-01-03,19,4,82,46,23
2024-01-03,64,4,45,35,33
2024-01-03,102,4,220,23,3
2024-01-03,106,4,291,22,4
2024-01-03,143,4,192,40,5
2024-01-03,81,4,155,39,6
2024-01-03,35,4,248,37,20
2024-01-03,128,4,38,2,21
2024-01-03,142,4,80,35,4
2024-01-03,147,4,143,36,24
2024-01-03,93,4,217,26,13
2024-01-03,107,4,70,47,35
2024-01-03,109,4,226,15,21
2024-01-03,86,4,273,20,7
2024-01-03,130,4,206,15,30
2024-01-03,108,4,272,31,33
2024-01-03,76,4,150,8,16
2024-01-03,129,4,255,31,9
2024-01-03,141,4,80,16,3
2024-01-04,118,1,110,2,9
2024-01-04,134,1,217,24,34
2024-01-04,128,1,71,1,23
2024-01-04,103,1,189,37,21
2024-01-04,144,1,242,42,38
2024-01-04,125,1,30,28,37
2024-01-04,25,1,134,26,19
2024-01-04,136,1,152,18,19
2024-01-04,37,1,273,14,26
2024-01-04,93,1,43,8,32
2024-01-04,38,1,48,5,35
2024-01-04,21,1,57,1,28
2024-01-04,137,1,278,18,25
2024-01-04,89,1,60,14,21
2024-01-04,119,1,116,20,21
2024-01-04,50,1,92,29,24
2024-01-04,39,1,181,6,8
2024-01-04,87,1,175,18,0
2024-01-04,113,1,283,35,8
2024-01-04,97,1,295,45,31
2024-01-04,9,1,174,47,37
2024-01-04,10,1,56,9,26
2024-01-04,114,1,278,49,34
2024-01-04,26,1,286,20,24
2024-01-04,98,1,67,3,28
2024-01-04,24,1,268,26,25
2024-01-04,77,1,73,27,16
2024-01-04,42,1,208,40,19
2024-01-04,31,1,146,38,22
2024-01-04,46,1,87,31,32
2024-01-04,72,1,231,42,33
2024-01-04,150,1,227,49,2
2024-01-04,147,1,108,10,15
2024-01-04,75,1,95,47,9
2024-01-04,82,1,79,18,35
2024-01-04,131,1,153,45,2
2024-01-04,108,1,236,45,7
2024-01-04,30,1,121,45,16
2024-01-04,71,1,182,5,24
2024-01-04,45,1,103,36,8
2024-01-04,130,1,96,20,1
2024-01-04,79,1,192,42,37
2024-01-04,41,1,110,35,36
2024-01-04,148,1,66,17,33
2024-01-04,48,1,216,21,10
2024-01-04,99,1,242,12,3
2024-01-04,28,1,209,6,23
2024-01-04,54,1,259,0,2
2024-01-04,94,1,20,0,37
2024-01-04,95,1,144,20,28
2024-01-04,128,2,92,45,29
2024-01-04,14,2,89,39,17
2024-01-04,4,2,125,1,31
2024-01-04,64,2,239,21,5
2024-01-04,75,2,246,46,39
2024-01-04,82,2,95,48,17
2024-01-04,2,2,235,14,19
2024-01-04,103,2,35,41,28
2024-01-04,93,2,52,13,39
2024-01-04,79,2,134,3,10
2024-01-04,78,2,253,30,31
2024-01-04,145,2,171,1,8
2024-01-04,132,2,86,33,14
2024-01-04,12,2,144,24,35
2024-01-04,107,2,200,8,36
2024-01-04,117,2,228,34,36
2024-01-04,20,2,93,43,28
2024-01-04,146,2,263,6,27
2024-01-04,62,2,256,27,5
2024-01-04,16,2,324,30,2
2024-01-04,25,2,254,25,35
2024-01-04,135,2,199,21,11
2024-01-04,99,2,75,12,10
2024-01-04,89,2,131,15,7
2024-01-04,71,2,151,39,1
2024-01-04,141,2,175,29,11
2024-01-04,31,2,259,43,10
2024-01-04,53,2,236,15,16
2024-01-04,137,2,288,1,11
2024-01-04,120,2,67,17,31
2024-01-04,133,2,220,37,2
2024-01-04,124,2,53,2,29
2024-01-04,38,2,163,0,29
2024-01-04,139,2,133,31,27
2024-01-04,54,2,283,12,26
2024-01-04,121,2,197,9,38
2024-01-04,44,2,270,3,31
2024-01-04,7,2,205,5,23
2024-01-04,127,2,281,32,27
2024-01-04,26,2,104,36,21
2024-01-04,65,2,171,20,31
2024-01-04,70,2,149,14,4
2024-01-04,150,2,276,45,5
2024-01-04,48,2,280,45,39
2024-01-04,50,2,145,28,6
2024-01-04,134,2,252,12,37
2024-01-04,51,2,198,7,10
2024-01-04,91,2,306,37,26
2024-01-04,74,2,91,11,30
2024-01-04,94,2,204,31,9
2024-01-04,6,3,40,28,18
2024-01-04,23,3,104,33,6
2024-01-04,72,3,83,33,19
2024-01-04,62,3,85,37,23
2024-01-04,1,3,81,14,36
2024-01-04,94,3,111,2,36
2024-01-04,93,3,287,39,7
2024-01-04,31,3,112,22,39
2024-01-04,97,3,54,7,28
2024-01-04,76,3,18,9,38
2024-01-04,34,3,157,48,35
2024-01-04,39,3,36,12,31
2024-01-04,102,3,116,36,25
2024-01-04,121,3,158,3,30
2024-01-04,140,3,298,23,22
2024-01-04,49,3,1,1,30
2024-01-04,149,3,205,27,31
2024-01-04,10,3,252,4,37
2024-01-04,137,3,147,39,23
2024-01-04,129,3,90,22,16
2024-01-04,56,3,125,30,30
2024-01-04,9,3,322,33,8
2024-01-04,89,3,183,12,24
2024-01-04,92,3,131,17,11
2024-01-04,118,3,186,14,14
2024-01-04,111,3,47,12,16
2024-01-04,108,3,136,8,39
2024-01-04,130,3,100,25,26
2024-01-04,7,3,217,12,15
2024-01-04,142,3,204,11,37
2024-01-04,77,3,39,6,34
2024-01-04,70,3,217,17,15
2024-01-04,16,3,241,24,31
2024-01-04,103,3,83,5,18
2024-01-04,17,3,126,25,13
2024-01-04,53,3,56,3,38
2024-01-04,45,3,191,24,12
2024-01-04,131,3,139,37,37
2024-01-04,78,3,148,27,29
2024-01-04,88,3,238,44,33
2024-01-04,73,3,209,21,31
2024-01-04,150,3,227,7,5
2024-01-04,8,3,272,31,34
2024-01-04,96,3,255,11,30
2024-01-04,60,3,126,4,24
2024-01-04,36,3,283,40,30
2024-01-04,67,3,33,20,19
2024-01-04,57,3,249,44,19
2024-01-04,37,3,273,16,35
2024-01-04,2,3,254,23,7
2024-01-04,101,4,159,19,11
2024-01-04,142,4,287,22,0
2024-01-04,7,4,200,24,1
2024-01-04,39,4,117,2,20
2024-01-04,68,4,273,21,20
2024-01-04,77,4,44,14,14
2024-01-04,34,4,86,20,23
2024-01-04,31,4,136,48,22
2024-01-04,20,4,243,17,20
2024-01-04,25,4,152,21,39
2024-01-04,93,4,224,2,39
2024-01-04,150,4,184,9,24
2024-01-04,92,4,263,48,7
2024-01-04,130,4,43,4,36
2024-01-04,5,4,223,44,37
2024-01-04,47,4,214,8,1
2024-01-04,100,4,146,29,10
2024-01-04,127,4,82,11,38
2024-01-04,61,4,244,12,7
2024-01-04,60,4,143,29,8
2024-01-04,10,4,213,30,20
2024-01-04,3,4,279,46,33
2024-01-04,79,4,101,30,24
2024-01-04,146,4,38,0,21
2024-01-04,14,4,304,36,0
2024-01-04,84,4,249,41,20
2024-01-04,29,4,102,21,37
2024-01-04,71,4,56,44,15
2024-01-04,48,4,66,46,16
2024-01-04,45,4,177,25,12
2024-01-04,104,4,118,37,16
2024-01-04,106,4,221,44,5
2024-01-04,102,4,290,45,13
2024-01-04,58,4,281,7,14
2024-01-04,143,4,282,48,30
2024-01-04,24,4,245,34,5
2024-01-04,110,4,235,21,22
2024-01-04,123,4,32,33,25
2024-01-04,118,4,223,25,19
2024-01-04,113,4,324,49,17
2024-01-04,18,4,32,13,13
2024-01-04,132,4,30,6,14
2024-01-04,133,4,127,42,34
2024-01-04,86,4,144,34,31
2024-01-04,35,4,172,47,39
2024-01-04,67,4,189,6,0
2024-01-04,46,4,154,12,5
2024-01-04,122,4,235,13,36
2024-01-04,41,4,170,3,39
2024-01-04,69,4,197,15,27
2024-01-05,38,1,296,22,15
2024-01-05,129,1,202,9,6
2024-01-05,64,1,222,36,28
2024-01-05,80,1,273,14,35
2024-01-05,79,1,75,12,20
2024-01-05,143,1,177,36,26
2024-01-05,20,1,202,24,5
2024-01-05,29,1,223,1,21
2024-01-05,39,1,47,15,17
2024-01-05,36,1,79,44,18
2024-01-05,91,1,25,12,28
2024-01-05,149,1,261,46,35
2024-01-05,50,1,70,18,37
2024-01-05,1,1,199,46,14
2024-01-05,19,1,46,8,31
2024-01-05,113,1,158,17,4
2024-01-05,46,1,271,10,36
2024-01-05,62,1,71,3,28
2024-01-05,33,1,158,41,8
